Sequence;MOTU_Ward
Lunobosmina_oriens_USA16b;17
Lunobosmina_oriens_USA22a;17
CAISN020N12_Bosmina_Canada_BOLD_AAW7791;18
CAISN022N12_Bosmina_Canada_BOLD_AAW7791;18
CAISN034N12_Bosmina_Canada_BOLD_AAW7791;18
CAISN035N12_Bosmina_Canada_BOLD_AAW7791;18
CAISN914N13_B_sp_Canada_BOLD_AAW7791;18
DQ310635_B_sp1_JRdWN2005;18
DQ889083_B_sp_BOLD_AAW7791;18
MG449616_B_sp;18
MH321381_Eubosmina_longispina;18
MH321382_Eubosmina_longispina;18
MH321383_Eubosmina_longispina;18
MH321384_Eubosmina_longispina;18
MH321385_Eubosmina_longispina;18
MH321386_Eubosmina_longispina;18
MH321387_Eubosmina_longispina;18
MH321388_Eubosmina_longispina;18
MH321389_Eubosmina_longispina;18
MH321390_Eubosmina_longispina;18
MH321391_Eubosmina_longispina;18
MH321392_Eubosmina_longispina;18
MH321393_Eubosmina_longispina;18
MH321394_Eubosmina_longispina;18
MH321395_Eubosmina_longispina;18
MH321396_Eubosmina_longispina;18
MZ964905_B_sp1;18
MZ964907_B_sp1;18
OP829924_B_cf_longispina;18
OP829977_B_cf_coregoni;18
OP830017_B_cf_longispina;18
OP830043_B_cf_coregoni;18
OP830119_B_cf_longispina;18
OP830246_B_cf_coregoni;18
OP830292_B_cf_longispina;18
ZOOPS187N18_B_cf_longispina_Finland_BOLD_AAW7791;18
ZOOPS188N18_B_cf_longispina_Finland_BOLD_ADR9483;18
DNARA1511N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA1513N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2094N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2096N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2097N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2325N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2326N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2371N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2372N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2373N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2374N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2375N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2952N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2953N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2954N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2955N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2956N21_Bosmina_Canada_BOLD_AEA3695;19
DNARA2957N21_Bosmina_Canada_BOLD_AEA3695;19
DNARC013N19_Bosmina_Canada_BOLD_AEA3695;19
GCHAR1120N19_Bosmina_Canada_BOLD_AEA3695;19
GCHAR1121N19_Bosmina_Canada_BOLD_AEA3695;19
GCHAR1122N19_Bosmina_Canada_BOLD_AEA3695;19
Liederobosmina_american_longispina02;20
MG936043_B_sp;20
MG936238_B_sp;20
MG936240_B_sp;20
MG936261_B_sp;20
MG936530_B_sp;20
MG936534_B_sp;20
OP830153_B_cf_longispina;20
OP830166_B_cf_longispina;20
Liederobosmina_tanakai02;21
AY075057_B_coregoni;22
ESP505N14_B_meridionalis_Czechia_BOLD_AAO1376;22
ESP506N14_Bosmina_Czechia_BOLD_AAO1376;22
ESP507N14_B_meridionalis_Czechia_BOLD_AAO1376;22
ESP508N14_B_meridionalis_Czechia_BOLD_AAO1376;22
ESP509N14_B_meridionalis_Czechia_BOLD_AAO1376;22
KINBZ009N22_B_longirostris_Israel_BOLD_AAO1376;22
B_longirostris_Argentina01aa;23
B_longirostris_Argentina03aa;23
B_longirostris_Argentina04aa;23
B_longirostris_Argentina05aa;23
B_longirostris_Argentina06aa;23
ESP197N12_Bosmina_Spain_BOLD_ACA1800;24
ESP198N12_Bosmina_Spain_BOLD_ACA1800;24
KINBZ001N22_B_longirostris_Israel_BOLD_AEO5856;25
KINBZ002N22_B_longirostris_Israel_BOLD_AEO5856;25
KINBZ003N22_B_longirostris_Israel_BOLD_AEO5856;25
KINBZ004N22_B_longirostris_Israel_BOLD_AEO5856;25
KINBZ005N22_B_longirostris_Israel_BOLD_AEO5856;25
KINBZ006N22_B_longirostris_Israel_BOLD_AEO5856;25
KINBZ007N22_B_longirostris_Israel_BOLD_AEO5856;25
KINBZ008N22_B_longirostris_Israel_BOLD_AEO5856;25
KINBZ010N22_B_longirostris_Israel_BOLD_AEO5856;25
KINBZ011N22_B_longirostris_Israel_BOLD_AEO5856;25
CAISN069N12_Bosmina_Canada_BOLD_ACL8120;26
DNARA1185N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1186N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1187N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1188N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1189N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1190N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1191N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1626N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1627N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1628N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1629N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1631N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1632N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1653N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1655N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1658N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1659N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1660N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1666N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1667N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1809N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1821N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1822N21_Bosmina_Canada_BOLD_AEA5586;26
DNARA1823N21_Bosmina_Canada_BOLD_AEA5586;26
DNARC068N19_Bosmina_Canada_BOLD_AEA5586;26
DNARC070N19_Bosmina_Canada_BOLD_AEA5586;26
ESP292N12_B_longirostris_Spain_BOLD_ACA9544;26
LC215476_B_cf_longirostris;26
BACZP1167N16_B_liederi_Canada_BOLD_ABZ8276;27
BACZP1230N16_B_liederi_Canada_BOLD_ABZ8276;27
BACZP1255N16_B_liederi_Canada_BOLD_ABZ8276;27
COAPP287N13_Bosmina_Canada_BOLD_AAI4721;27
COAPP288N13_Bosmina_Canada_BOLD_AAI4721;27
COAPP297N13_Bosmina_Canada_BOLD_AAI4721;27
COAPP411N13_B_liederi_Canada_BOLD_ABZ8276;27
EU702002_B_sp_BOLD_AAI4721;27
GLC040N06_B_liederi_Canada_Great_Lakes;27
HQ966466_B_liederi;27
HQ966467_B_liederi;27
HQ966468_B_liederi;27
HQ966469_B_liederi;27
HQ966470_B_liederi;27
HQ966471_B_liederi;27
JN233822_B_liederi;27
JN233823_B_liederi;27
JN233824_B_liederi;27
MG449147_B_liederi;27
MG449247_B_liederi;27
MG449280_B_liederi;27
MG449317_B_liederi;27
MG449441_B_liederi;27
MG449685_B_liederi;27
MG449744_B_liederi;27
MG449799_B_liederi;27
MG449841_B_liederi;27
MG449847_B_liederi;27
OP829920_B_liederi;27
OP830104_B_liederi;27
OP829953_B_liederi;28
OP830059_B_liederi;28
OP830253_B_liederi;28
CAISN079N12_B_liederi_Canada_BOLD_ABZ8276;29
ESP199N12_B_liederi_Spain_BOLD_ABZ8276;29
ESP200N12_B_liederi_Spain_BOLD_ABZ8276;29
ESP201N12_B_liederi_Spain_BOLD_ABZ8276;29
KT705731_B_liederi;29
KT706147_B_liederi;29
KT707374_B_liederi;29
KT707760_B_liederi;29
MG448613_B_liederi;29
MG448631_B_liederi;29
MG448650_B_liederi;29
MG448657_B_liederi;29
MG448707_B_liederi;29
MG448765_B_liederi;29
MG448819_B_liederi;29
MG448897_B_liederi;29
MG448968_B_liederi;29
MG448971_B_liederi;29
MG449046_B_liederi;29
MG449067_B_liederi;29
MG449077_B_liederi;29
MG449102_B_liederi;29
MG449180_B_liederi;29
MG449184_B_liederi;29
MG449207_B_liederi;29
MG449253_B_liederi;29
MG449265_B_liederi;29
MG449273_B_liederi;29
MG449315_B_liederi;29
MG449340_B_liederi;29
MG449357_B_liederi;29
MG449359_B_liederi;29
MG449386_B_liederi;29
MG449436_B_liederi;29
MG449478_B_liederi;29
MG449481_B_liederi;29
MG449492_B_liederi;29
MG449530_B_liederi;29
MG449575_B_liederi;29
MG449583_B_liederi;29
MG449668_B_liederi;29
MG449712_B_liederi;29
MG449716_B_liederi;29
MG449821_B_liederi;29
MG449857_B_liederi;29
MG449875_B_liederi;29
MG449888_B_liederi;29
MG449897_B_liederi;29
MG449969_B_liederi;29
MG449972_B_liederi;29
MG450047_B_liederi;29
MG450050_B_liederi;29
MG450151_B_liederi_AK;29
MG450153_B_liederi;29
MG450170_B_liederi;29
MG450174_B_liederi;29
MG450204_B_liederi;29
MG450208_B_liederi;29
MG450272_B_liederi;29
MG450291_B_liederi;29
MG450294_B_liederi;29
MG450318_B_liederi;29
OP830155_B_liederi;29
OP830311_B_liederi;29
DNARA1457N21_Bosmina_Canada_BOLD_AEN5568;30
DNARA1630N21_Bosmina_Canada_BOLD_AEN5568;30
DNARA1682N21_Bosmina_Canada_BOLD_AEN5568;30
DNARA1683N21_Bosmina_Canada_BOLD_AEN5568;30
DNARA1684N21_Bosmina_Canada_BOLD_AEN5568;30
DNARA1811N21_Bosmina_Canada_BOLD_AEN5568;30
DNARA1812N21_Bosmina_Canada_BOLD_AEN5568;30
LC215478_B_cf_longirostris;31
LC215479_B_cf_longirostris;31
LC215480_B_cf_longirostris;31
DNARA1652N21_Bosmina_Canada_BOLD_AEN5581;32
DNARA1820N21_Bosmina_Canada_BOLD_AEN5581;32
LC215477_B_cf_longirostris;33
MW786945_B_fatalis;33
BACZP387N16_B_longirostris_Mexico_BOLD_AAD9496;34
EU702018_B_longirostris;34
EU702019_B_longirostris;34
EU702020_B_longirostris;34
HM883958_B_longirostris;34
HM883961_B_longirostris;34
HM883995_B_longirostris;34
HM883999_B_longirostris;34
MG450147_B_longirostris;34
ZPLKA177N15_B_longirostris_Mexico_BOLD_AAD9496;34
ZPLV090N17_B_longirostris_Mexico_BOLD_AAD9496;34
ZPLV091N17_B_longirostris_Mexico_BOLD_AAD9496;34
ZPLV092N17_B_longirostris_Mexico_BOLD_AAD9496;34
ZPLV097N17_B_longirostris_Mexico_BOLD_AAD9496;34
ZPLV098N17_B_longirostris_Mexico_BOLD_AAD9496;34
COAPP312N13_Bosmina_Canada_BOLD_ABX4934;35
COAPP558N13_Bosmina_Canada_BOLD_ABX4934;35
MG448688_B_longirostris;35
MG448689_B_longirostris;35
MG448838_B_longirostris;35
MG449713_B_longirostris;35
MG449850_B_longirostris;35
MG449851_B_longirostris;35
MG449952_B_longirostris;35
MG449967_B_longirostris_FREYI2_AK;35
MG449982_B_longirostris;35
MG450021_B_longirostris;35
MG450033_B_longirostris;35
MG450086_B_longirostris;35
ZPLCA001N06_Bosmina_Canada_BOLD_ABX4934;35
BBCRU025N10_Bosmina_Canada_BOLD_AAV0686;36
JN290618_Anomopoda_sp_BOLD_AAV0686;36
JN290619_Anomopoda_sp_BOLD_AAV0686;36
JN290620_Anomopoda_sp_BOLD_AAV0686;36
JN290621_Anomopoda_sp_BOLD_AAV0686;36
JN290621_Anomopoda_sp_BOLD_AAV06865;36
JN290622_Anomopoda_sp_BOLD_AAV0686;36
KM611608_B_sp_BOLD_AAV0686;36
EU702000_B_sp_BOLD_AAI4722;37
EU702001_B_sp_BOLD_AAI4722;37
BBCRU249N12_Bosmina_Canada_BOLD_ACA6834;38
COAPP296N13_Bosmina_Canada_BOLD_ACA6834;38
COAPP303N13_Bosmina_Canada_BOLD_ACA6834;38
COAPP530N13_Bosmina_Canada_BOLD_ACA6834;38
ECCAJ025N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ036N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ039N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ040N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ051N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ067N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ114N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ129N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ131N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ132N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ133N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ134N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ136N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ247N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ268N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ270N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ280N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ305N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ317N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ480N23_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ485N24_Bosmina_Ecuador_BOLD_ACA6834;38
ECCAJ494N24_Bosmina_Ecuador_BOLD_ACA6834;38
KU315493_B_freyi;38
LC215481_B_sp;38
KC616781_B_cf_liederi;39
KC616782_B_cf_liederi;39
KC616783_B_cf_liederi;39
KC616784_B_cf_liederi;39
KC616785_B_cf_liederi;39
KC617495_B_cf_liederi;39
KC617496_B_cf_liederi;39
KC617497_B_cf_liederi;39
KC617498_B_cf_liederi;39
KC617499_B_cf_liederi;39
KY091157_B_sp_Taihuzoo;40
LC215471_B_fatalis;40
LC215472_B_fatalis;40
LC215473_B_fatalis;40
LC215474_B_fatalis;40
LC215475_B_fatalis;40
MW770308_B_fatalis;40
